"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"40000233","Sarah MacDonald","SCS2","Director of Commissioning (South East)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000213","N/D","1.00","110000","114999","","Operational Delivery","The team is too small to detail. The salary cost of direct reports has been included under Felicity Cox","1"
"40000235","Dr Elizabeth Mearns","SCS2","Medical Director (Wessex)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000225","N/D","1.00","135000","139999","","Medicine","The team is too small to detail. The salary cost of direct reports has been included under Dominic Hardy","1"
"40000237","Dr Shahed Ahmad","SCS2","Medical Director (South Central)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000238","505755","0.80","105000","109999","","Medicine","","1"
"40000238","Rachel Pearce","SCS2","Director of Commissioning Operations (South Central)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000240","820276","1.00","140000","144999","","Operational Delivery","Salary cost of direct reports also includes cost of direct reports from Debra Elliott, Gary Heneage, Janis Fowler and Nicola Luffingham","1"
"40000229","Elizabeth Perry","SCS2","Regional Director of People and Organisation Development (South)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000240","N/D","1.00","100000","104999","","Human Resources","The team is too small to detail. The salary cost of direct reports has been included under Andrew Ridley","1"
"40000239","Linda Prosser","SCS2","Director of Commissioning (South West)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000211","N/D","1.00","110000","114999","","Operational Delivery","The team is too small to detail. The salary cost of direct reports has been included under Mark Cooke","1"
"40000240","Andrew Ridley","SCS2","Regional Director (South)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000009","1026737","1.00","160000","164999","","Operational Delivery","Salary cost of direct reports also includes cost of direct reports from Cathy Francis, Elizabeth Perry, Jennifer Howells, Kate Shields and Nigel Acheson","1"
"40000241","Dianne Conduit","SCS2","Director of Nursing (South West)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000211","N/D","1.00","110000","114999","","Medicine","The team is too small to detail. The salary cost of direct reports has been included under Mark Cooke","1"
"40000223","Kate Shields","SCS2","Regional Director of Specialised Commissioning (South)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000240","N/D","1.00","130000","134999","","Operational Delivery","The team is too small to detail. The salary cost of direct reports has been included under Andrew Ridley","1"
"40000242","Dr James Thallon","SCS2","Medical Director (South East)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000213","493382","1.00","135000","139999","","Medicine","","1"
"40000218","Vacant","SCS2","Director of  Armed Forces, Health and Justice (South Central)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","N/A","england.contactus@nhs.net","40000238","0","1.00","N/A","N/A","","Operational Delivery","Post became vacant on 7th February 2016","1"
"40000244","Ruth Williams","SCS2","Director of Nursing (Wessex)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000225","N/D","1.00","110000","114999","","Medicine","The team is too small to detail. The salary cost of direct reports has been included under Dominic Hardy","1"
"40000252","Sheree Nolan","SCS2","Director of Organisational Change and Programme Delivery","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","N/D","1.00","125000","129999","","Operational Delivery","The team is too small to detail. The salary cost of direct reports has been included under Karen Wheeler","1"
"40000150","Dr Helen Bevan","SCS2","Chief Transformation Officer - Horizons Group","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","N/D","1.00","125000","129999","","Knowledge and Information Management (KIM)","The team is too small to detail. The salary cost of direct reports has been included under Karen Wheeler","1"
"40000202","Simon Enright","SCS2","Director of Communications","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","N/D","1.00","115000","119999","","Communications","The team is too small to detail. The salary cost of direct reports has been included under Karen Wheeler","1"
"40000253","Vacant","SCS2","Director of Information Services and Infrastructure","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","N/A","england.contactus@nhs.net","40000260","0","1.00","N/A","N/A","","Information Technology","Post became vacant on 4th July 2016","1"
"40000254","Paul Harrison","SCS2","Director of Organisation Development","The core role and purpose of People and Organisation Development (OD) is to enable the recruitment, retention, development and progression of the right people with the right skills and capabilities to deliver NHS England's business plan. The group is also responsible for delivering People and OD services and providing the Head of Profession function for Human Resources Professionals in the NHS in  England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000256","N/D","1.00","115000","119999","","Human Resources","The team is too small to detail. The salary cost of direct reports has been included under Stephen Moir","1"
"40000268","Nicola Hunt","SCS2","Director of Delivery Assurance and Business Planning","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","0","1.00","145000","149999","","Internal Audit","Nicola Hunt was in post as a contractor as at 30th September 2016. She has since left NHS England.","1"
"40000013","Andrew Kenworthy","SCS2","Director of Commissioning Support Unit Transition Programme","The Director of Commissioning Support Unit Transition is responsible, as part of the Transformation and Corporate Operations Directorate, for providing leadership, support and challenge to Commissioning Support Units to become sustainable, effective and efficient providers of support services to the commissioning system and other bodies where appropriate.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","0","1.00","175000","179999","","Operational Delivery","","1"
"40000152","Suzanne Kirwan","SCS2","Corporate Projects Director","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","N/D","1.00","110000","114999","","Operational Delivery","The team is too small to detail. The salary cost of direct reports has been included under Karen Wheeler","1"
"40000204","Dr Geraint Lewis","SCS2","Chief Data Officer","The core purpose of the Operations and Information Directorate is to be NHS England in the NHS at local, regional and national level working closely with NHS Improvement and other national bodies and supporting and assuring the work of the commissioning system across the NHS.  The Directorate also leads upon the work to transform the NHS through the use of information, transparency and digitally enhanced services, in parrtnership with NHS Digital and other system leaders.","Department of Health","NHS England","Operations and Information","0300 311 22 33","england.contactus@nhs.net","40000269","N/D","0.60","65000","69999","","Knowledge and Information Management (KIM)","The team is too small to detail. The salary cost of direct reports has been included under Keith McNeil","1"
"40000255","Jill Matthews","SCS2","Primary Care Support Services Director","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","N/D","1.00","130000","134999","","Operational Delivery","The team is too small to detail. The salary cost of direct reports has been included under Karen Wheeler","1"
"40000256","Dr Stephen Moir","SCS2","Chief People Officer","The core role and purpose of People and Organisation Development (OD) is to enable the recruitment, retention, development and progression of the right people with the right skills and capabilities to deliver NHS England's business plan. The group is also responsible for delivering People and OD services and providing the Head of Profession function for Human Resources Professionals in the NHS in  England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","376374","1.00","130000","134999","","Human Resources","Salary cost of direct reports also includes cost of direct reports from Paul Harrison","1"
"40000205","Ronan O'Connor","SCS2","Director of Information and Transparency","The core purpose of the Operations and Information Directorate is to be NHS England in the NHS at local, regional and national level working closely with NHS Improvement and other national bodies and supporting and assuring the work of the commissioning system across the NHS.  The Directorate also leads upon the work to transform the NHS through the use of information, transparency and digitally enhanced services, in parrtnership with NHS Digital and other system leaders.","Department of Health","NHS England","Operations and Information","0300 311 22 33","england.contactus@nhs.net","40000269","N/D","1.00","130000","134999","","Knowledge and Information Management (KIM)","The team is too small to detail. The salary cost of direct reports has been included under Keith McNeil","1"
"40000015","Vacant","SCS2","Commercial Director, Commissioning Support Unit Transition Programme","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","N/A","england.contactus@nhs.net","40000013","0","1.00","N/A","N/A","","Operational Delivery","This post is currently vacant","1"
"40000018","Victoria Smith","SCS2","Director of Finance, Commissioning Support Unit Transition Programme","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000013","0","1.00","110000","114999","","Finance","","1"
"40000019","Ming Tang","SCS2","Director of Data and Information Management Systems","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000013","0","1.00","135000","139999","","Information Technology","","1"
"40000259","Steve Verdon","SCS2","Director of Governance","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","N/D","1.00","115000","119999","","Internal Audit","Steve Verdon is seconded into NHS England from Department of Health. The team is too small to detail. The salary cost of direct reports has been included under Karen Wheeler","1"
"40000149","Janet Walter","SCS2","Managing Partner NHS Interim Management and Support","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","N/D","1.00","130000","134999","","Knowledge and Information Management (KIM)","The team is too small to detail. The salary cost of direct reports has been included under Karen Wheeler","1"
"40000260","Karen Wheeler","SCS3","National Director: Transformation and Corporate Operations","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000002","1664949","1.00","155000","159999","","Operational Delivery","Karen Wheeler is seconded into NHS England from Department of Health. Salary cost of direct reports also includes cost of direct reports from Helen Bevan, Janet Walter, Jillian Matthews, Sheree Nolan, Simon Enright, Steve Verdon and Suzanne Kirwan","1"
"40000153","Lynne Winstanley","SCS2","Acting Director of Sustainable Improvement","The core role and purpose of Transformation and Corporate Operations is to provide a series of enabling and customer focussed services which support the delivery of NHS England's Business Plan and objectives. The directorate provides professional expertise and services covering People and OD, ICT, Governance and Assurance and is responsible for leading and assuring a portfolio of major change programmes, both within the organisation and facing the NHS in England.","Department of Health","NHS England","Transformation and Corporate Operations","0300 311 22 33","england.contactus@nhs.net","40000260","429370","1.00","110000","114999","","Planning","","1"
"40000269","Professor Keith McNeil","SCS2","Chief Clinical Information Officer and National IT Director","The core role and purpose of the Chief Clinical Information Officer is to lead nationally for the NHS on the strategic procurement and successful implementation of information and technology priorities, engaging effectively with clinical and non-clincial leaders. To develop and deliver national strategies on information, technology and informatics to drive service improvement and enhanced patient outcomes and experience.","Department of Health","NHS England","Operations and Information","0300 311 22 33","england.contactus@nhs.net","40000009","1175527","1.00","180000","184999","","Knowledge and Information Management (KIM)","Salary cost of direct reports also includes cost of direct reports from Ronan O'Connor, William Smart, Juliet Bauer, Geraint Lewis and Deborah El-Sayed","1"
"40000270","William Smart","SCS2","Chief Information Officer","The core role and purpose of the Chief Information Officer is to provide strategic digital expertise to lead nationally for the NHS on the strategic procurement and successful implementation of information and technology priorities. To develop and deliver national strategies on information, technology and informatics to drive service improvement and enhanced patient outcomes and experience.","Department of Health","NHS England","Operations and Information","0300 311 22 33","england.contactus@nhs.net","40000269","N/D","1.00","165000","169999","","Information Technology","The team is too small to detail. The salary cost of direct reports has been included under Keith McNeil","1"
"40000271","Juliet Bauer","SCS2","Director of Digital Experience","The core purpose of the Operations and Information Directorate is to be NHS England in the NHS at local, regional and national level working closely with NHS Improvement and other national bodies and supporting and assuring the work of the commissioning system across the NHS.  The Directorate also leads upon the work to transform the NHS through the use of information, transparency and digitally enhanced services, in parrtnership with NHS Digital and other system leaders.","Department of Health","NHS England","Operations and Information","0300 311 22 33","england.contactus@nhs.net","40000269","N/D","1.00","140000","144999","","Knowledge and Information Management (KIM)","The team is too small to detail. The salary cost of direct reports has been included under Keith McNeil","1"
"40000272","Ceri Jacob","SCS2","Director of Commissioning Operations - North Central and East London","At local level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","London Region","0300 311 22 33","england.contactus@nhs.net","40000064","N/D","1.00","125000","129999","","Operational Delivery","The team is too small to detail. The salary cost of direct reports has been included under Simon  Weldon","1"
"40000273","Jo Ohlson","SCS2","Director of Commissioning Operations - North West London","At local level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","London Region","0300 311 22 33","england.contactus@nhs.net","40000064","N/D","1.00","125000","129999","","Operational Delivery","The team is too small to detail. The salary cost of direct reports has been included under Simon  Weldon","1"
"40000274","Jon Rouse","SCS2","Chief Officer Greater Manchester Health and Social Care","The core role and purpose of the Finance Directorate is to provide a first class financial management service ensuring NHS England is well advised and provided with excellent financial services at all times and that NHS commissioning budgets are aligned with the NHS Five Year Forward View and ensuring the future sustainability and transformation of the NHS in England.  In addition, the Chief Financial Officer is the Head of Profession for Finance in the NHS in England.","Department of Health","NHS England","Finance","0300 311 22 33","england.contactus@nhs.net","40000032","0","1.00","140000","144999","","Operational Delivery","","1"
"40000275","David Radbourne","SCS2","Regional Director of Assurance and Delivery","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","South Region","0300 311 22 33","england.contactus@nhs.net","40000240","543222","1.00","130000","134999","","Internal Audit","","1"
"40000276","Charlotte Moar","SCS2","Programme Director: Efficiency and Transformation","The core role and purpose of the Finance Directorate is to provide a first class financial management service ensuring NHS England is well advised and provided with excellent financial services at all times and that NHS commissioning budgets are aligned with the NHS Five Year Forward View and ensuring the future sustainability and transformation of the NHS in England.  In addition, the Chief Financial Officer is the Head of Profession for Finance in the NHS in England.","Department of Health","NHS England","Finance","0300 311 22 33","england.contactus@nhs.net","40000035","0","0.80","100000","104999","","Planning","","1"
"40000277","Anthony Rudd","SCS2","National Clinical Director: Stroke","The core role and purpose of the Medical Directorate will be to continuously improve quality outcomes through clinical leadership and influence in the three domains of; preventing people from dying prematurely; enhancing quality of life for people with long-term conditions; and helping people to recover from episodes of ill health or following injury.","Department of Health","NHS England","Medical","0300 311 22 33","england.contactus@nhs.net","40000104","0","0.20","25000","29999","","Medicine","Anthony Rudd is seconded into NHS England from Guys and St Thomas NHS Foundation Trust.","1"
"40000278","Martin Vernon","SCS2","National Clinical Director: Older People","The core role and purpose of the Medical Directorate will be to continuously improve quality outcomes through clinical leadership and influence in the three domains of; preventing people from dying prematurely; enhancing quality of life for people with long-term conditions; and helping people to recover from episodes of ill health or following injury.","Department of Health","NHS England","Medical","0300 311 22 33","england.contactus@nhs.net","40000092","0","0.50","60000","64999","","Medicine","Martin Vernon is seconded into NHS England from Central Manchester NHS Foundation Trust.","1"
"40000279","Claire Murdoch","SCS2","National Mental Health Director","The core role and purpose of the Medical Directorate will be to continuously improve quality outcomes through clinical leadership and influence in the three domains of; preventing people from dying prematurely; enhancing quality of life for people with long-term conditions; and helping people to recover from episodes of ill health or following injury.","Department of Health","NHS England","Medical","0300 311 22 33","england.contactus@nhs.net","40000072","0","0.50","110000","114999","","Medicine","Claire Murdoch is seconded into NHS England from Central and North West London Mental Health Trust.","1"
"40000280","Susan Aitkenhead","SCS2","Director of Nursing: Professional Development","The core role and purpose of the Nursing Directorate is to drive quality improvement and better outcomes for patients by leading on Domains 4 and 5 of the NHS Outcomes Framework and providing clinical leadership support to Domains 1-3, thus embedding the principles of quality, patient safety and patient experience throughout NHS England.  In addition, the Directorate will provide national professional leadership for all nurses and midwives across the NHS England.","Department of Health","NHS England","Nursing","0300 311 22 33","england.contactus@nhs.net","40000199","N/D","1.00","100000","104999","","Medicine","The team is too small to detail. The salary cost of direct reports has been included under Hilary Garratt","1"
"40000281","Vacant","SCS2","Programme Delivery Director","The core role and purpose of the Nursing Directorate is to drive quality improvement and better outcomes for patients by leading on Domains 4 and 5 of the NHS Outcomes Framework and providing clinical leadership support to Domains 1-3, thus embedding the principles of quality, patient safety and patient experience throughout NHS England.  In addition, the Directorate will provide national professional leadership for all nurses and midwives across the NHS England.","Department of Health","NHS England","Nursing","N/A","england.contactus@nhs.net","40000207","0","1.00","N/A","N/A","","Operational Delivery","This post is currently vacant","1"
"40000283","Stephen Wilson","SCS2","Executive Lead - Investment and Finance","The core role and purpose of the Finance Directorate is to provide a first class financial management service ensuring NHS England is well advised and provided with excellent financial services at all times and that NHS commissioning budgets are aligned with the NHS Five Year Forward View and ensuring the future sustainability and transformation of the NHS in England.  In addition, the Chief Financial Officer is the Head of Profession for Finance in the NHS in England.","Department of Health","NHS England","Finance","0300 311 22 33","england.contactus@nhs.net","40000274","0","1.00","120000","124999","","Finance","","1"
"40000284","Dr Richard Preece","SCS2","Executive Lead - Quality","The core role and purpose of the Finance Directorate is to provide a first class financial management service ensuring NHS England is well advised and provided with excellent financial services at all times and that NHS commissioning budgets are aligned with the NHS Five Year Forward View and ensuring the future sustainability and transformation of the NHS in England.  In addition, the Chief Financial Officer is the Head of Profession for Finance in the NHS in England.","Department of Health","NHS England","Finance","0300 311 22 33","england.contactus@nhs.net","40000274","0","1.00","135000","139999","","Finance","","1"
"40000285","Vacant","SCS2","Executive Lead - Population Health and Commissioning","The core role and purpose of the Finance Directorate is to provide a first class financial management service ensuring NHS England is well advised and provided with excellent financial services at all times and that NHS commissioning budgets are aligned with the NHS Five Year Forward View and ensuring the future sustainability and transformation of the NHS in England.  In addition, the Chief Financial Officer is the Head of Profession for Finance in the NHS in England.","Department of Health","NHS England","Finance","N/A","england.contactus@nhs.net","40000274","0","1.00","N/A","N/A","","Finance","New post to structure. Appointment not yet made.","1"
"40000286","Vacant","SCS2","Chief Operating Officer Greater Manchester Health and Social Care","The core role and purpose of the Finance Directorate is to provide a first class financial management service ensuring NHS England is well advised and provided with excellent financial services at all times and that NHS commissioning budgets are aligned with the NHS Five Year Forward View and ensuring the future sustainability and transformation of the NHS in England.  In addition, the Chief Financial Officer is the Head of Profession for Finance in the NHS in England.","Department of Health","NHS England","Finance","N/A","england.contactus@nhs.net","40000274","0","1.00","0","0","","Operational Delivery","New post to structure. Appointment not yet made.","1"
"40000287","Dr Geraint Lewis","SCS2","Care Model Design Lead","The core purpose of the Commissioning Strategy Directorate is to be provide policy, strategy and analytical leadership for major national programmes of work to transform the NHS.  This includes the New Care Models and Personalisation and Choice programmes in support of the delivery of the NHS Five Year Forward View.","Department of Health","NHS England","Commissioning Strategy","0300 311 22 33","england.contactus@nhs.net","40000025","N/D","0.40","45000","49999","","Planning","Geraint Lewis has a second role within the Operations and Information Directorate.","1"
"40000288","Lauren Hughes","SCS2","Director of Clinical Policy and Operations","The core role and purpose of the Medical Directorate will be to continuously improve quality outcomes through clinical leadership and influence in the three domains of; preventing people from dying prematurely; enhancing quality of life for people with long-term conditions; and helping people to recover from episodes of ill health or following injury.","Department of Health","NHS England","Medical","0300 311 22 33","england.contactus@nhs.net","40000072","N/D","1.00","115000","119999","","Policy","The team is too small to detail. The salary cost of direct reports has been included under Bruce Keogh","1"
"40000296","Sally Napper","SCS2","Interim Director of Nursing (Lancashire)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","North Region","0300 311 22 33","england.contactus@nhs.net","40000189","0","0.60","0","0","","Medicine","Sally Napper is on free loan from Mid Yorkshire NHS Foundation Trust. There is no cost to NHS England.","1"
"40000290","Chris Moran","SCS2","National Clinical Director: Major Trauma","The core role and purpose of the Medical Directorate will be to continuously improve quality outcomes through clinical leadership and influence in the three domains of; preventing people from dying prematurely; enhancing quality of life for people with long-term conditions; and helping people to recover from episodes of ill health or following injury.","Department of Health","NHS England","Medical","0300 311 22 33","england.contactus@nhs.net","40000104","0","0.20","30000","34999","","Medicine","Chris Moran is seconded into NHS England from Nottingham University Hospital NHS Trust.","1"
"40000291","Carole Lavelle","SCS2","Director of Nursing (Yorkshire and Humber)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","North Region","0300 311 22 33","england.contactus@nhs.net","40000164","N/D","1.00","95000","99999","","Medicine","The team is too small to detail. The salary cost of direct reports has been included under Moira Dumma","1"
"40000292","Caroline Corrigan","SCS2","Workforce Redesign Lead: New Care Models","The core purpose of the Commissioning Strategy Directorate is to be provide policy, strategy and analytical leadership for major national programmes of work to transform the NHS.  This includes the New Care Models and Personalisation and Choice programmes in support of the delivery of the NHS Five Year Forward View.","Department of Health","NHS England","Commissioning Strategy","0300 311 22 33","england.contactus@nhs.net","40000025","0","1.00","0","0","","Planning","Caroline Corrigan is seconded to NHS England from Health Education England which also meets the cost of her salary.","1"
"40000293","Deborah El-Sayed","SCS2","Acting Director of Digital Services and Multi-Channel Development","The core purpose of the Operations and Information Directorate is to be NHS England in the NHS at local, regional and national level working closely with NHS Improvement and other national bodies and supporting and assuring the work of the commissioning system across the NHS.  The Directorate also leads upon the work to transform the NHS through the use of information, transparency and digitally enhanced services, in parrtnership with NHS Digital and other system leaders.","Department of Health","NHS England","Operations and Information","0300 311 22 33","england.contactus@nhs.net","40000271","N/D","1.00","110000","114999","","Information Technology","The team is too small to detail. The salary cost of direct reports has been included under Juliet Bauer","1"
"40000294","Elaine Collier","SCS2","Acting Director of Finance (Lancashire)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","North Region","0300 311 22 33","england.contactus@nhs.net","40000189","0","1.00","95000","99999","","Finance","","1"
"40000067","Vacant","SCS2","Regional Head of Service Redesign (Hospital) (London)","At regional level, to work to achieve shared goals of improving outcomes and delivery of the mandate, using a single, transparent, rules-based operating model.","Department of Health","NHS England","London Region","N/A","england.contactus@nhs.net","40000057","0","1.00","0","0","","Planning","This post is currently vacant","1"
